Name,Tags,Resource,ExportName,Width,Height,BlocksLineOfSight,FadeToTransparent,Effect,ShadowSize,ShadowBlur,ShadowAlpha,AnimationSound,ActiveEffect,ActiveEffectX,ActiveEffectY,Passable,RespawnDuration
piece_ruins_concrete11,ruins piece concrete,graphics/decos/buildings/ruins_pieces.swf,piece_ruins_concrete11,1,1,,,,-1,4,,,,,,true,
piece_ruins_frame01,ruins piece metal,graphics/decos/buildings/ruins_pieces.swf,piece_ruins_frame01,2,2,,TRUE,,-4,5,,,,,,,
piece_ruins_frame02,ruins piece metal,graphics/decos/buildings/ruins_pieces.swf,piece_ruins_frame02,1,1,,,,-1,4,,,,,,,
piece_ruins_frame03,ruins piece metal,graphics/decos/buildings/ruins_pieces.swf,piece_ruins_frame03,1,3,,,,-2,5,,,,,,true,
piece_ruins_frame04,ruins piece metal,graphics/decos/buildings/ruins_pieces.swf,piece_ruins_frame04,1,1,,,,-1,3,,,,,,,
piece_ruins_frame05,ruins piece metal,graphics/decos/buildings/ruins_pieces.swf,piece_ruins_frame05,2,1,,,,-3,4,,,,,,true,
piece_ruins_frame06,ruins piece metal,graphics/decos/buildings/ruins_pieces.swf,piece_ruins_frame06,1,1,,,,-2,4,,,,,,true,
piece_ruins_metal01,ruins piece metal,graphics/decos/buildings/ruins_pieces.swf,piece_ruins_metal01,7,3,,,,-7,8,,,,,,,
piece_ruins_metal03,ruins piece metal,graphics/decos/buildings/ruins_pieces.swf,piece_ruins_metal03,4,1,,,,-3,4,,,,,,true,
piece_ruins_metal04,ruins piece metal,graphics/decos/buildings/ruins_pieces.swf,piece_ruins_metal04,10,3,,,,-8,8,,,,,,,
piece_ruins_metal06,ruins piece metal,graphics/decos/buildings/ruins_pieces.swf,piece_ruins_metal06,9,3,,,,-10,8,,,,,,,
glass_shelter_front_ruins,glass shelter ruin,graphics/decos/buildings/ruins_glass.swf,glass_shelter_front_ruins,1,3,true,true,,-4,3,,,,,,,
glass_shelter_side_n_roof_ruins1,glass shelter ruin,graphics/decos/buildings/ruins_glass.swf,glass_shelter_side_n_roof_ruins1,3,1,true,true,,-4,3,,,,,,,
glass_shelter_side_n_roof_ruins2,glass shelter ruin,graphics/decos/buildings/ruins_glass.swf,glass_shelter_side_n_roof_ruins2,3,1,true,true,,-4,3,,,,,,,
glass_shelter_side_n_roof_ruins3,glass shelter ruin,graphics/decos/buildings/ruins_glass.swf,glass_shelter_side_n_roof_ruins3,3,1,true,true,,-4,3,,,,,,,
glass_shelter_side_back_ruins1,glass shelter ruin,graphics/decos/buildings/ruins_glass.swf,glass_shelter_side_back_ruins1,3,1,true,true,,-4,3,,,,,,,
glass_shelter_side_back_ruins2,glass shelter ruin,graphics/decos/buildings/ruins_glass.swf,glass_shelter_side_back_ruins2,3,1,true,true,,-4,3,,,,,,,
glass_shelter_back_ruins1,glass shelter ruin,graphics/decos/buildings/ruins_glass.swf,glass_shelter_back_ruins1,1,7,true,true,,-4,3,,,,,,,
glass_shelter_back_ruins2,glass shelter ruin,graphics/decos/buildings/ruins_glass.swf,glass_shelter_back_ruins2,1,7,true,true,,-4,3,,,,,,,
glass_shelter_front_door_ruins1,glass shelter ruin,graphics/decos/buildings/ruins_glass.swf,glass_shelter_front_door_ruins1,1,4,true,true,,-4,3,,,,,,,
glass_shelter_front_door_ruins2,glass shelter ruin,graphics/decos/buildings/ruins_glass.swf,glass_shelter_front_door_ruins2,1,4,true,true,,-4,3,,,,,,,
water_treatment_office,water treatment office plant,graphics/decos/desert/desert_water_stations.swf,water_treatment_office,21,9,,true,,-3,14,,,,,,,
water_treatment_container,water treatment container,graphics/decos/desert/desert_water_stations.swf,water_treatment_container,9,9,,true,,,,,,,,,,
beach_hotel_1,beach hotel,graphics/decos/desert/desert_hotels.swf,beach_hotel_1,27,8,,true,,,,1,,,,,,
beach_hotel_2,beach hotel,graphics/decos/desert/desert_hotels.swf,beach_hotel_2,20,9,,true,,,,1,,,,,,
palm_tree_1,palm tree juhani,graphics/decos/desert/desert_blocks.swf,palm_tree_1,1,1,true,true,,,,,,,,,,
palm_tree_2,palm tree,graphics/decos/desert/desert_blocks.swf,palm_tree_2,1,1,true,true,,,,,,,,,,
water_canister1,water canister,graphics/decos/items/water_containers.swf,water_canister1,1,1,,,,-2,2,,,,,,,
water_canister2,water canister,graphics/decos/items/water_containers.swf,water_canister2,1,1,,,,-3,2,,,,,,,
water_tank1,water tank,graphics/decos/items/water_containers.swf,water_tank1,2,2,true,true,,-1,3,,,,,,,
water_tank2,water tank,graphics/decos/items/water_containers.swf,water_tank2,2,2,true,true,,-1,3,,,,,,,
ant_hole,desert ant hole cave,graphics/decos/desert/desert_ant_hole.swf,ant_hole,4,4,,,,,,1,,,,,,
pool,desert pool,graphics/decos/desert/desert_hotels.swf,pool,11,21,,,,,,1,,,,,,
desert_fence_2,desert fence,graphics/decos/desert/desert_fence.swf,desert_fence_2,4,1,true,true,,,,1,,,,,,
desert_sand_pile,desert sand dune pile,graphics/decos/desert/desert_sand_pile.swf,desert_sand_pile,6,6,,,,,,2,,,,,,
glass_shelter_front,glass building shelter,graphics/decos/buildings/glass_shelter.swf,glass_shelter_front,1,4,true,true,,-4,3,,,,,,,
glass_shelter_side_n_roof,glass building shelter,graphics/decos/buildings/glass_shelter.swf,glass_shelter_side_n_roof,3,1,true,true,,-4,3,,,,,,,
glass_shelter_side_back,glass building shelter,graphics/decos/buildings/glass_shelter.swf,glass_shelter_side_back,3,1,true,true,,-4,3,,,,,,,
glass_shelter_back,glass building shelter,graphics/decos/buildings/glass_shelter.swf,glass_shelter_back,1,7,true,true,,-4,3,,,,,,,
Island_Left,video screen RETOUCH,graphics/decos/video_screens/screens2.swf,Island_Left,4,2,true,true,,,,,,,,,,
Jambalaya_Right,video screen RETOUCH,graphics/decos/video_screens/screens2.swf,Jambalaya_Right,2,4,true,true,,,,,,,,,,
Powerup_Left,video screen RETOUCH,graphics/decos/video_screens/screens2.swf,Powerup_Left,4,2,true,true,,,,,,,,,,
Powerup_Right,video screen,graphics/decos/video_screens/screens2.swf,Powerup_Right,2,4,true,true,,,,,,,,,,
Radawa_Left,video screen RETOUCH,graphics/decos/video_screens/screens2.swf,Radawa_Left,4,2,true,true,,,,,,,,,,
Styx_Left,video screen RETOUCH,graphics/decos/video_screens/screens2.swf,Styx_Left,4,2,true,true,,,,,,,,,,
Styx_Right,video screen RETOUCH,graphics/decos/video_screens/screens2.swf,Styx_Right,2,4,true,true,,,,,,,,,,
cave_wall_1,cave wall,graphics/decos/desert/cave.swf,cave_wall_1,2,3,true,,,,,1,,,,,,
cave_wall_2,cave wall,graphics/decos/desert/cave.swf,cave_wall_2,2,4,true,,,,,1,,,,,,
cave_wall_3,cave wall,graphics/decos/desert/cave.swf,cave_wall_3,2,4,true,,,,,1,,,,,,
cave_wall_4,cave wall,graphics/decos/desert/cave.swf,cave_wall_4,3,3,true,,,,,1,,,,,,
cave_wall_back_1,cave wall,graphics/decos/desert/cave.swf,cave_wall_back_1,2,3,true,true,,,,1,,,,,,
cave_wall_back_2,cave wall,graphics/decos/desert/cave.swf,cave_wall_back_2,3,3,true,true,,,,1,,,,,,
cave_pillar_1,cave pillar,graphics/decos/desert/cave.swf,cave_pillar_1,2,2,,true,,,,,,,,,,
cave_rocks_1,cave rocks,graphics/decos/desert/cave.swf,cave_rocks_1,2,2,,true,,,,,,,,,,
cave_wall_block_5,cave wall,graphics/decos/desert/cave.swf,cave_wall_block_5,2,2,true,,,,,1,,,,,,
cave_wall_block_back_3,cave wall,graphics/decos/desert/cave.swf,cave_wall_block_back_3,2,2,true,true,,,,1,,,,,,
cave_lava_pit_1,cave lava,graphics/decos/desert/cave.swf,cave_lava_pit_1,3,3,,,,,,1,,,,,,
cave_wall_block_cave,cave,graphics/decos/desert/cave.swf,cave_wall_block_cave,3,4,true,,,,,1,,,,,,
cave_stairs_up,cave stairs,graphics/decos/desert/cave.swf,cave_stairs_up,3,4,true,,,,,1,,,,,,
cave_stairs_down,cave,graphics/decos/desert/cave.swf,cave_stairs_down,2,4,true,,,,,1,,,,,,
office_chair_01,office chair,graphics/decos/rebel_camp/office_chairs.swf,office_chair_01,2,2,,,,,,1,,,,,,
office_chair_02,office chair,graphics/decos/rebel_camp/office_chairs.swf,office_chair_02,2,2,,,,,,1,,,,,,
office_chair_03,office chair,graphics/decos/rebel_camp/office_chairs.swf,office_chair_03,2,2,,,,,,1,,,,,,
office_chair_04,office chair,graphics/decos/rebel_camp/office_chairs.swf,office_chair_04,2,2,,,,,,1,,,,,,
palm_short,palm,graphics/decos/new_beginning/new_beginning.swf,palm_short,1,1,true,,,,6,,,,,,,
fern,fern saniainen,graphics/decos/new_beginning/new_beginning.swf,fern,2,2,true,,,-2,4,,,,,,,
cliff_horizontal_water,cliff,graphics/decos/new_beginning/new_beginning.swf,cliff_horizontal_water,5,4,,,,,,1,,,,,,
cliff_horizontal_land,cliff,graphics/decos/new_beginning/new_beginning.swf,cliff_horizontal_land,5,5,,,,,,1,,,,,,
cliff_digonal_water,cliff,graphics/decos/new_beginning/new_beginning.swf,cliff_digonal_water,1,5,,,,,,1,,,,,,
cliff_digonal_land,cliff,graphics/decos/new_beginning/new_beginning.swf,cliff_digonal_land,4,4,,,,,,1,,,,,,
rocks_1,rocks,graphics/decos/new_beginning/new_beginning.swf,rocks_1,3,4,true,,,,,1,,,,,,
rocks_2,,graphics/decos/new_beginning/new_beginning.swf,rocks_2,3,6,true,,,,,1,,,,,,
cliff_vertical,cliff,graphics/decos/new_beginning/new_beginning.swf,cliff_vertical,4,5,,,,,,1,,,,,,
tent_1,tent,graphics/decos/new_beginning/new_beginning.swf,tent_1,2,4,,,,,,1,,,,,,
tent_2,tent,graphics/decos/new_beginning/new_beginning.swf,tent_2,2,4,,,,,,1,,,,,,
lava_pump,lava cave pump swedish hydraulics svensk pumpupthejam,graphics/decos/desert/cave.swf,lava_pump,3,3,,true,,-1,3,,,,,,,
stub_01,stub,graphics/decos/new_beginning/forest_assets.swf,stub_01,1,1,,,,,,,,,,,,
stub_02,stub,graphics/decos/new_beginning/forest_assets.swf,stub_02,1,1,,,,,,,,,,,,
tussock,tussock,graphics/decos/new_beginning/forest_assets.swf,tussock,2,2,,,,,,1,,,,,,
sword_in_stone,sword stone,graphics/decos/new_beginning/forest_assets.swf,sword_in_stone,1,1,,,,1,,,,,,,,
basic_container_box_yellow,harbor box container,graphics/decos/harbor/harbor_new.swf,basic_container_box_yellow,2,2,true,true,,,,,,,,,,
basic_container_yellow,harbor container,graphics/decos/harbor/harbor_new.swf,basic_container_yellow,3,6,,true,,,,,,,,,,
monument,monument to drunken sailors,graphics/decos/harbor/harbor_new.swf,monument,4,4,,,,-3,14,,,,,,,
warehouse_1,harbor warehouse,graphics/decos/harbor/harbor_new.swf,warehouse_1,7,10,,true,,-4,12,,,,,,,
warehouse_2,harbor warehouse,graphics/decos/harbor/harbor_new.swf,warehouse_2,10,19,,true,,-5,11,,,,,,,
warehouse_3,harbor warehouse,graphics/decos/harbor/harbor_new.swf,warehouse_3,14,21,,true,,-8,11,,,,,,,
lamp_1,harbor lamp,graphics/decos/harbor/harbor_new.swf,lamp_1,1,1,,,,-3,,,,,,,,
lamp_2,harbor lamp,graphics/decos/harbor/harbor_new.swf,lamp_2,1,1,,,,-3,,,,,,,,
trashcan,harbor trash garbage,graphics/decos/harbor/harbor_new.swf,trashcan,1,1,,,,-1,,,,,,,,
basic_container_black,harbor container,graphics/decos/harbor/harbor_new.swf,basic_container_black,3,6,,true,,,,,,,,,,
basic_container_blue,harbor container,graphics/decos/harbor/harbor_new.swf,basic_container_blue,3,6,,true,,,,,,,,,,
basic_container_grey,harbor container,graphics/decos/harbor/harbor_new.swf,basic_container_grey,3,6,,true,,,,,,,,,,
basic_container_red,harbor container,graphics/decos/harbor/harbor_new.swf,basic_container_red,3,6,,true,,,,,,,,,,
basic_container_box_blue,harbor container,graphics/decos/harbor/harbor_new.swf,basic_container_box_blue,2,2,true,,,,,,,,,,,
basic_container_box_grey,harbor container,graphics/decos/harbor/harbor_new.swf,basic_container_box_grey,2,2,true,,,,,,,,,,,
basic_container_box_red,harbor container,graphics/decos/harbor/harbor_new.swf,basic_container_box_red,2,2,true,,,,,,,,,,,
basic_container_box_sand,harbor container,graphics/decos/harbor/harbor_new.swf,basic_container_box_sand,2,2,true,,,,,,,,,,,
crane,crane,graphics/decos/harbor/harbor_new.swf,crane,2,2,,true,,,,,,,,,,
bluegrey_wall_1_decor4,,graphics/decos/prison/prison_interiors.swf,bluegrey_wall_4,4,2,true,true,,,,,,,,,,
plasma_fence_1,harbor fence plasma,graphics/decos/harbor/harbor_new.swf,plasma_fence_1,4,1,true,,,,,1,,,,,,
plasma_fence_2,harbor fence plasma,graphics/decos/harbor/harbor_new.swf,plasma_fence_2,1,4,true,,,,,1,,,,,,
baybrawl_sign,harbor bay brawl sign,graphics/decos/harbor/harbor_new.swf,baybrawl_sign,2,4,,true,,,,,,,,,,
building_1,italy,graphics/decos/little_italy/little_italy_01.swf,building_1,10,17,,true,,,,1,,,,,,
building_2,italy,graphics/decos/little_italy/little_italy_01.swf,building_2,7,17,,true,,,,1,,,,,,
building_3,italy,graphics/decos/little_italy/little_italy_01.swf,building_3,8,16,,true,,,,1,,,,,,
building_4,italy,graphics/decos/little_italy/little_italy_01.swf,building_4,15,9,,true,,,,1,,,,,,
building_5,italy,graphics/decos/little_italy/little_italy_01.swf,building_5,6,14,,true,,,,1,,,,,,
fence_italia_1,,graphics/decos/little_italy/little_italy_01.swf,fence_italia_1,1,2,,,,,,1,,,,,,
fence_italia_2,,graphics/decos/little_italy/little_italy_01.swf,fence_italia_2,1,2,,,,,,1,,,,,,
lamp_italia_x1,,graphics/decos/little_italy/little_italy_01.swf,lamp_italia_x1,1,1,,,,,,1,,,,,,
lamp_italia_x2,,graphics/decos/little_italy/little_italy_01.swf,lamp_italia_x2,1,1,,,,,,1,,,,,,
chair_plastic,,graphics/decos/little_italy/little_italy_01.swf,chair_plastic,1,1,,,,,,,,,,,,
matress_plastic,,graphics/decos/little_italy/little_italy_01.swf,matress_plastic,3,2,,,,,,,,,,,,
screen_players,screen player,graphics/decos/video_screens/screens.swf,screen_players,1,3,,,,-4,,,,,,,,
beta_vault_arch,beta key vault,graphics/decos/betakey_room/betakey_room.swf,beta_vault_arch,1,1,,,,,,,,,,,,
beta_vault_arch_corner,beta key vault,graphics/decos/betakey_room/betakey_room.swf,beta_vault_arch_corner,1,1,,,,,,,,,,,,
beta_vault_arch_mirror,beta key vault,graphics/decos/betakey_room/betakey_room.swf,beta_vault_arch_mirror,1,1,,,,,,,,,,,,
beta_vault_back_wall,beta key vault wall,graphics/decos/betakey_room/betakey_room.swf,beta_vault_back_wall,1,3,,,,,,,,,,,,
beta_vault_statue,beta key vault statue,graphics/decos/betakey_room/betakey_room.swf,beta_vault_statue,5,5,,,,,,1,,,,,,
BrickWallInside,brick wall inside,graphics/decos/interiors_walls_doors/interiors_walls_doors.swf,inside_brick_wall_layered,1,4,true,true,,,,,,,,,,
inside wall white,inside wall white,graphics/decos/interiors_walls_doors/interiors_walls_doors.swf,inside_wall_white,1,4,true,true,,,,,,,,,,
tree_dead01,undead tree,graphics/decos/undead/zombie_enviro.swf,tree_dead01,1,1,true,true,,1,3,,,,,,,
tree_dead02,undead tree,graphics/decos/undead/zombie_enviro.swf,tree_dead02,1,1,true,true,,1,3,,,,,,,
tree_stump01,undead tree,graphics/decos/undead/zombie_enviro.swf,tree_stump01,1,1,,,,,2,,,,,,,
tree_stump02,undead tree,graphics/decos/undead/zombie_enviro.swf,tree_stump02,1,1,,,,,,,,,,,,
body_zombie01,undead body zombie,graphics/decos/undead/bodies.swf,body_zombie01,1,1,,,,-1,2,,,,,,,
body_zombie02,undead body zombie,graphics/decos/undead/bodies.swf,body_zombie02,1,2,,,,-1,2,,,,,,,
body_zombie03,undead body zombie,graphics/decos/undead/bodies.swf,body_zombie03,1,2,,,,-1,2,,,,,,,
body_zombie04,undead body zombie,graphics/decos/undead/bodies.swf,body_zombie04,2,1,,,,-1,3,,,,,,,
body_zombie05,undead body zombie,graphics/decos/undead/bodies.swf,body_zombie05,2,1,,,,-1,3,,,,,,,
body_zombie06,undead body zombie,graphics/decos/undead/bodies.swf,body_zombie06,2,1,,,,-1,3,,,,,,,
body_zombie07,undead body zombie,graphics/decos/undead/bodies.swf,body_zombie07,1,1,,,,-1,2,,,,,,,
body_zombie08,undead body zombie,graphics/decos/undead/bodies.swf,body_zombie08,1,3,,,,-2,3,,,,,,,
body_zombie00,undead body zombie,graphics/decos/undead/bodies.swf,body_zombie09,1,2,,,,-1,3,,,,,,,
body_zombie10,undead body zombie,graphics/decos/undead/bodies.swf,body_zombie10,1,2,,,,-1,3,,,,,,,
body01,undead body,graphics/decos/undead/bodies.swf,body01,1,2,,,,-1,3,,,,,,,
body02,undead body,graphics/decos/undead/bodies.swf,body02,2,1,,,,-1,3,,,,,,,
body03,undead body,graphics/decos/undead/bodies.swf,body03,1,1,,,,-1,3,,,,,,,
body04,undead body,graphics/decos/undead/bodies.swf,body04,1,2,,,,-1,3,,,,,,,
body05,undead body,graphics/decos/undead/bodies.swf,body05,1,2,,,,-1,3,,,,,,,
body06,undead body,graphics/decos/undead/bodies.swf,body06,1,2,,,,-1,3,,,,,,,
body07,undead body,graphics/decos/undead/bodies.swf,body07,1,2,,,,-1,3,,,,,,,
body08,undead body,graphics/decos/undead/bodies.swf,body08,1,2,,,,-1,3,,,,,,,
body09,undead body,graphics/decos/undead/bodies.swf,body09,2,1,,,,-1,3,,,,,,,
body10,undead body,graphics/decos/undead/bodies.swf,body10,2,1,,,,-1,3,,,,,,,
body11,undead body,graphics/decos/undead/bodies.swf,body11,1,2,,,,-1,3,,,,,,,
body_alive01,undead body alive,graphics/decos/undead/bodies.swf,body_alive01,1,2,,,,-1,3,,,,,,,
body_alive02,undead body alive,graphics/decos/undead/bodies.swf,body_alive02,2,1,,,,-1,3,,,,,,,
body_alive03,undead body alive,graphics/decos/undead/bodies.swf,body_alive03,1,2,,,,-1,3,,,,,,,
body_alive04,undead body alive,graphics/decos/undead/bodies.swf,body_alive04,1,2,,,,-1,3,,,,,,,
body_alive05,undead body alive,graphics/decos/undead/bodies.swf,body_alive05,1,2,,,,-1,3,,,,,,,
body_eat01,undead body eaten,graphics/decos/undead/bodies.swf,body_eat01,2,1,,,,-1,3,,,,,,,
body_eat02,undead body eaten,graphics/decos/undead/bodies.swf,body_eat02,2,1,,,,-1,3,,,,,,,
body_eat03,undead body eaten,graphics/decos/undead/bodies.swf,body_eat03,2,1,,,,-1,3,,,,,,,
body_eat04,undead body eaten,graphics/decos/undead/bodies.swf,body_eat04,1,2,,,,-1,3,,,,,,,
body_eat05,undead body eaten,graphics/decos/undead/bodies.swf,body_eat05,1,2,,,,-1,3,,,,,,,
body_eat06,undead body eaten,graphics/decos/undead/bodies.swf,body_eat06,1,2,,,,-1,3,,,,,,,
body_eat07,undead body eaten,graphics/decos/undead/bodies.swf,body_eat07,2,1,,,,-1,3,,,,,,,
body_eat08,undead body eaten,graphics/decos/undead/bodies.swf,body_eat08,1,2,,,,-1,3,,,,,,,
body_eat09,undead body eaten,graphics/decos/undead/bodies.swf,body_eat09,2,1,,,,-1,3,,,,,,,
body_eat10,undead body eaten,graphics/decos/undead/bodies.swf,body_eat10,1,2,,,,-1,3,,,,,,,
RailwayTrack,railway,graphics/decos/train_yard/railway_old.swf,RailwayTrackRight,9,1,,,,,,,,,,,true,
train 01,,graphics/decos/train_yard/railway_old.swf,TrainEngine2Right,13,3,true,,,,,,,,,,,
train 02,,graphics/decos/train_yard/railway_old.swf,TrainEngineLeft,3,12,true,,,,,,,,,,,
