Name,Attributes,CharacterClass,ArmorClass,IngredientDrop,Type,DiamondsOnly,Hostile,AttackHostile,Faction,MinLevel,MaxLevel,AI_Skills,DropOnlyClassSpecificItems,Items,ItemCounts,Weapon,Companion,Animation,IdleAnimationClip,AfkAnimationClip,Hair,Skin,Face,FacialHair,Hat,Glasses,Jacket,Pants,Gloves,Shoes,Belt,Necklace,DefaultSpeedDisabled,MovementSpeed,CombatMovementSpeed,AI_WaitTimeMin,AI_WaitTimeMax,AI_SkillDelayMin,AI_SkillDelayMax,AI_SkillDelayMinForNewTarget,AI_SkillDelayMaxForNewTarget,AI_AlertRadius,AI_ObserveRange,DeathEffect,HideOnDeath,RareDeathEffect,HideOnRareDeath,Scale,DamageEffect,DeathSound,DamageSound,GreetingsSound,GoodbyeSound,HostileSound,DualWeapons,AutoAttack
Maria,Big_LowDamage_Escort,,Armored,,,,,,Resistance,1,30,,,,,Marvelous .308 Bolt-Action,,RogueFemale,,,Female_Hair_6_black,female_skin3,Female_Face1,,,,Dawnbreak Shirt,Dawnbreak Jeans,,NPC Male Mad Dogs Shoes 01,NPC Belt,Radical Scarf,,500,750,4000,10000,3000,6000,1000,2000,50,75,,,,,100,,,,,,,,
Mad Dog Gunner,Medium_HighDamage,,Unarmored,,,,TRUE,,Mad Dogs,1,30,Healing Power,,,,SWAT Shotgun HO-30,,Rogue,,,Male_Hair_5,Skin3,Male_Face2,,,NPC Aviators,Submariner's Suit Jacket,Usual Suit Trousers,,Cool Black Shoes,,,,,,4000,10000,4000,8000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,,HitEffect1,,,,,,,
Mad Dog Fighter,Big_LowDamage,,Unarmored,,,,TRUE,,Mad Dogs,1,30,Grenade,,,,Average Monkey Wrench,,Tank,,,Male_Hair_5,Skin1,Male_Face3,,Everyday Fedora Hat,,High-Power Suit Jacket,Usual Suit Trousers,,NPC Male Mad Dogs Shoes 02,,,,,,4000,10000,6000,6000,1000,2000,70,100,DeathEffect1,,ExploMan,TRUE,,HitEffect1,,,,,,,
Mad Dog Runner,Small_HighDamage,,Unarmored,,,,TRUE,,Mad Dogs,1,30,Slammer,,,,Standard .32 Pistol,,Rogue,,,Male_Hair_3,Skin4,Male_Face1,,,NPC Aviators,Street Wise Suit Jacket,Plain Suit Trousers,,Cool Black Shoes,,,,,,4000,10000,6000,6000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,,HitEffect1,,,,,,,
Chief Engineer,Boss_Tier3,,Armored,Cyber Chips,,,TRUE,,Mad Dogs,30,30,Wushu Hit,,Plans: Elegant Walkers,,Revenger's Knife,,CyberGirl,,,Female_Hair_10,female_skin2,Female_Face1,,Rebel's Fedora Hat,NPC Aviators,High-Power Suit Jacket,Plain Suit Trousers,,Cool Black Shoes,,,,,,4000,10000,6000,6000,1000,2000,70,100,Decapitation,TRUE,Decapitation,TRUE,125,HitEffect1,VoBossDeathBigThug,,,,,,
,,,,,,,,,,,,Wushu Push,,Plans: Fine Walkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Wushu Stun,,Plans: Radical Custom Jacket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Stun Grenade,,Plans: Marvelous Wrap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: K12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Cluster Stimulator Jacket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Nuclear Coat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Six Saver [Insta-Healer],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shady Dealer,Big_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,,,Rogue,,,Male_Hair_4,Skin1,Male_Face2,,,NPC Aviators,NPC Harbor Worker Blue Jacket,NPC MALE Docker Worker Pants 02,,NPC Male Mad Dogs Shoes 01,,,,750,1100,4000,10000,3000,6000,,,,75,DeathEffect1,,ExploMan,TRUE,,HitEffect1,,,,,,,
Mr. Smith,Boss_Default,,Unarmored,,,,TRUE,,Mad Dogs,1,30,Wounding Shot,,Plans: Suspect Strap,,Crappy 12G Sawed-off,,Rogue,,,Don's Toupee,Skin6,Male_Face2,beard_yellow_full,Simple Fedora Hat,NPC Aviators,Elegant Suit Jacket,Common Suit Trousers,,Cool Black Shoes,,,,,,2000,4000,6000,6000,1000,2000,70,75,Decapitation,TRUE,Decapitation,TRUE,135,HitEffect1,VoBossDeathBigThug,,,,,,
Labycore Scientist,Small_HighDamage,,Armored,,,,TRUE,,Labycore,1,30,Stun Grenade,,,,Toxine-Heal Gun,,Tank,,,Male_Hair_7,Skin1,Male_Face1,beard_black_full,,,Healing Scrubs of Epic,NPC MALE Hired Guns Pants 02,,Average Black Shoes,,,,500,1100,4000,10000,3000,6000,1000,2000,80,100,,,,,,,,,,,,,
,,,,,,,,,,,,Powerful Healing Shot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick The Scientist,Big_LowDamage,,Unarmored,,,,,,Labycore,1,30,,,,,Toxine-Heal Gun,,Tank,,,Male_Hair_1,Skin1,Male_Face9,,,,NPC MALE Scientist Jacket,NPC GENERIC Black Pants,,NPC Male Mad Dogs Shoes 01,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,,,,,100,,,,,,,,
Snow Sentrybot,Elite_Big_HighDamage,,Mechanical,,,,TRUE,,Labycore,1,30,,,,,Regular Minigun,,NPC_Sentrybot,,,,Sentrybot_white,,,,,,,,,,,,900,,2000,4000,6000,6000,1000,2000,70,75,ExploRobot,TRUE,ExploRobot,TRUE,100,,VoBossDeathMechanical,,,,,,
Bob,Big_HighDamage,,Unarmored,,,,,,Resistance,1,30,,,,,Typical Battle Rifle,,Fatman,,,Male_Hair_3,Skin4,Male_Face1,Burt_Mustache,,NPC Aviators,NPC Harbor Worker Blue Jacket,NPC MALE Docker Worker Pants 02,,NPC Male Mad Dogs Shoes 01,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,,,,,100,,,,,,,,
Labycore Trooper,Big_HighDamage,,Armored,,,,,,Labycore,1,30,,,,,Assault Rifle,,NPC_M_Antiriot_Cop,,,,Labycorp_AntiRiot_Suit,,,,,,,,,,,,500,1100,4000,10000,6000,6000,1000,2000,70,100,DeathEffect1,,ExploMan,TRUE,107,HitEffect1,,,VoTrooperMaleGreetings,VoTrooperMaleBye,,,
Freddie,Big_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,,,Tank,,,Male_Hair_7,Skin4,Male_Face1,,,,Dirty Blue Sweater,Radical White Pants,,NPC Male Mad Dogs Shoes 01,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Labycore Suit,Small_LowDamage,,Unarmored,,,,,,Labycore,1,30,,,,,"Labytech Pistol, LBTP-02",,Rogue,,,Male_Hair_3_black,Skin2,Male_Face2,,,NPC Aviators,High-Power Suit Jacket,NPC GENERIC Black Pants,NPC Normal Gloves,Everyday Black Shoes,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Security Officer,Small_LowDamage,,Unarmored,,,,TRUE,,Labycore,1,30,,,,,NPC_Police Baton,,NPC_M_Antiriot_Cop,,,,Labycorp_AntiRiot_Suit,,,,,,,,,,,,500,1100,4000,10000,6000,6000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,,HitEffect1,,,,,,,
Lucie,Small_LowDamage,,Unarmored,,,,,,Valkyries,1,30,,,,,,,TankFemale,,,Female_Hair_5,female_skin1,Female_Face1,,,,NPC FEMALE Eastern Queen Shirt 01,NPC GENERIC Black Pants,NPC Normal Gloves,NPC Male Mad Dogs Shoes 01,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Tommy,Big_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,,,Tank,,,Male_Hair_1,Skin1,Male_Face2,,,NPC Aviators,NPC Harbor Worker Blue Jacket,NPC GENERIC Jeans,,NPC Male Mad Dogs Shoes 01,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
The Red Spider Mite,Boss_Tier2,,Mechanical,,,,TRUE,,Labycore,30,30,Overrun by Spider,,Plans: Genuine Tactical Gloves,,Solar Minigun,,NPC_Spiderbot,,,,Spiderbot_red,,,,,,,,,,,,,,4000,10000,3000,6000,1000,2000,50,75,ExploRobot,TRUE,ExploRobot,TRUE,110,HitEffect1,VoBossDeathMechanical,,,,,,
,,,,,,,,,,,,Fire Rocket,,Plans: Credible Protective Gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Acute Custom Jacket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Great Custom Jacket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Acute Protector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Burrito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Infecting Heart Boots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Explosive Cluster Boots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Worldslayer [Bulwark],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desperate Tommy,Big_HighDamage,,Unarmored,,,,,,Sewer Voodoo,1,30,Slammer,,,,Street Credible Bat,,Tank,,,Male_Hair_1,Skin1,Male_Face2,,,NPC Aviators,NPC MALE Voodoo Jacket 01,NPC GENERIC Black Pants,,NPC Male Mad Dogs Shoes 01,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
William Cage,Small_HighDamage,,Unarmored,,,,,,Resistance,1,30,,,,,Exquisite Shovel,,Rogue,,,Male_Hair_5,Skin1,Male_Face3,,,NPC Aviators,NPC Harbor Worker Blue Jacket,NPC GENERIC Jeans,,NPC Male Mad Dogs Shoes 01,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
DAEMON,Boss_Default,,Mechanical,,,,TRUE,,Labycore,30,30,Fire Rocket,,Plans: Worthy Tactical Gloves,,Regular Minigun,,NPC_Sentrybot,Idle,,,Sentrybot,,,,,,,,,,,,900,,4000,10000,3000,6000,1000,2000,50,75,ExploRobot,TRUE,ExploRobot,,100,HitEffect1,VoBossDeathMechanical,,,,,,
,,,,,,,,,,,,Riotbot Slammer,,Plans: Fine Protective Gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,SentryBot Slammer,,Plans: Boosted Thick Pants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Acute Thick Pants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Jagged Thick Pants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Worthy Wrap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Excellent Wrap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Plans: Malkuth Sheath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angel Garzon,Big_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,,,Fatman,,,Male_Hair_3,Skin1,Male_Face2,Beard_Long,,,NPC Harbor Worker Blue Jacket,NPC MALE Docker Worker Pants 01,,NPC Male Mad Dogs Shoes 01,NPC Belt,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Inara,Big_LowDamage,,Unarmored,,,,,,Valkyries,1,30,,,,,,,RogueFemale,,,Female_Hair_3,female_skin3,Female_Face1,,,,NPC FEMALE Valkyeries Jacket 01,NPC FEMALE Valkyries Pants 02,NPC Normal Gloves,NPC Female Valkyries Shoes 02,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Davey Knutsen,Big_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,Basic .32 Pistol,,Tank,,,Male_Hair_4,Skin1,Male_Face1,Beard_Long,,,NPC MALE 13 Diablos Jacket 02,NPC MALE 13 Diablos Pants 01,,NPC Male 13 Diablos Shoes 01,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Jarden Coggins,Big_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,,,Rogue,,,Male_Hair_2,Skin2,Male_Face1,,,NPC Aviators,NPC MALE 13 Diablos Jacket 01,NPC MALE 13 Diablos Pants 02,,NPC Male 13 Diablos Shoes 01,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Docker,Big_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,Crappy 9mm Pistol,,Tank,,,Male_Hair_3,Skin1,Male_Face2,,,,NPC Harbor Worker Blue Jacket,NPC MALE Docker Worker Pants 02,,NPC Male Mad Dogs Shoes 01,NPC Belt,,,500,750,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Security Trooper,Medium_HighDamage,,Unarmored,,,,TRUE,,Labycore,1,30,Grenade,,,,Assault Rifle,,NPC_M_Antiriot_Cop,,,,Labycorp_AntiRiot_Suit,,,,,,,,,,,,,,1100,4000,10000,3000,6000,1000,75,75,DeathEffect1,,ExploMan,TRUE,,HitEffect1,,,,,,,
Heavy Assault Trooper,Elite_Big_HighDamage,,Armored,,,,TRUE,,Labycore,1,30,,,,,Basic Minigun,,NPC_M_Antiriot_Cop,,,,Labycorp_AntiRiot_Elite_Suit,,,,,,,,,,,,,,4000,10000,3000,6000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,,HitEffect1,,,,,,,
Bobby Boy,Small_HighDamage,,Unarmored,,,,TRUE,,Hooligans,1,30,,,,,Basic .32 Pistol,,Fatman,,,Male_Hair_8,Skin2,Male_Face1,,,,,NPC MALE Hooligans Pants 03,,NPC Male Hooligans Shoes 01,NPC Belt,,,,,4000,10000,3000,6000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,,HitEffect1,,,,,,,
Angelina,Small_LowDamage,,Unarmored,,,,,,Valkyries,1,30,,,,,Basic .32 Pistol,,RogueFemale,,,Female_Hair_4,female_skin1,Female_Face1,,,,NPC FEMALE Valkyeries Jacket 01,NPC FEMALE Valkyries Pants 02,,NPC Male Mad Dogs Shoes 01,,,,500,1100,4000,10000,3000,6000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Selena,Small_LowDamage,,Unarmored,,,,,,Valkyries,1,30,,,,,,,RogueFemale,,,Female_Hair_7,female_skin1,Female_Face2,,,,NPC FEMALE Valkyeries Jacket 02,NPC FEMALE Valkyries Pants 01,,NPC Female Valkyries Shoes 02,,,,500,1100,4000,10000,3000,6000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,90,HitEffect1,,,,,,,
Drill Master Morty,Big_LowDamage,,Unarmored,,,,TRUE,,Mad Dogs,1,30,,,,,Basic .32 Pistol,,Rogue,,,Male_Hair_2,Skin1,Male_Face1,Burt_Mustache,,,Elegant Suit Jacket,Average Suit Trousers,,Basic Black Shoes,NPC Belt,,,500,1100,400,10000,3000,6000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,,HitEffect1,,,,,,,
Kaylee,Small_LowDamage,,Unarmored,,,,,,Valkyries,1,30,,,,,"Labytech Pistol, LBTP-03",,RogueFemale,,,Female_Hair_4,female_skin1,Female_Face3,,,,NPC FEMALE Valkyeries Jacket 02,NPC FEMALE Valkyries Pants 01,,NPC Female Valkyries Shoes 02,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
River,Big_LowDamage,,Unarmored,,,,,,Valkyries,1,30,,,,,,,RogueFemale,,,Female_Hair_1,female_skin1,Female_Face1,,,,NPC FEMALE Valkyeries Jacket 01,NPC FEMALE Valkyries Pants 02,,NPC Female Valkyries Shoes 01,NPC Belt,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,Explosion,,,,,HitEffect1,,,,,,,
Mr. Gold,Small_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,,,Rogue,,,,Skin1,Male_Face1,Beard_Long,,,,NPC MALE Docker Worker Pants 02,,NPC Male Mad Dogs Shoes 01,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,,,,,,,,,,,,,
Tollman,Small_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,Anti-Tank Rifle,,Fatman,,,Male_Hair_8,Skin6,Male_Face2,Burt_Mustache,,,Hyena Jacket,NPC MALE Docker Worker Pants 02,,Dirty Shoes,NPC Belt,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,,,,,110,,,,,,,,
Mrs. Yellow,Small_LowDamage,,Unarmored,,,,,,Valkyries,1,30,,,,,,,TankFemale,,,Female_Hair_8,female_skin2,Female_Face1,,,,NPC FEMALE Valkyeries Jacket 01,NPC FEMALE Valkyries Pants 02,,NPC Female Valkyries Shoes 01,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,,,,,100,,,,,,,,
Eve,Small_LowDamage,,Unarmored,,,,,,Valkyries,1,30,,,,,Basic .32 Pistol,,RogueFemale,,,Female_Hair_3,female_skin1,Female_Face1,,,,NPC FEMALE Valkyeries Jacket 02,NPC FEMALE Valkyries Pants 01,,NPC Female Valkyries Shoes 02,,,,500,1100,4000,10000,3000,6000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Duke,Big_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,Basic .32 Pistol,,Tank,,,Male_Hair_3,Skin1,Male_Face1,Burt_Mustache,,,NPC Harbor Worker Blue Jacket,NPC MALE Docker Worker Pants 02,,NPC Male Mad Dogs Shoes 01,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Sammy Schomer,Big_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,Basic .32 Pistol,,Tank,,,Male_Hair_4,Skin1,Male_Face1,,,,NPC Harbor Worker Blue Jacket,NPC MALE Docker Worker Pants 02,,NPC Male Mad Dogs Shoes 01,,,,500,1100,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Ralph Cox,Big_HighDamage,,Unarmored,,,,,,13 Diablos,1,30,,,,,Crappy 12G Sawed-off,,Rogue,,,,Skin1,Male_Face3,Beard_Long,,,NPC MALE 13 Diablos Jacket 01,NPC GENERIC Jeans,,NPC Male 13 Diablos Shoes 02,NPC Belt,,,500,750,4000,10000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Crazy Pete,Big_LowDamage,,Unarmored,,,,TRUE,,Hooligans,1,30,,,,,Basic .32 Pistol,,Rogue,,,Don's Toupee,Skin1,Male_Face1,Burt_Mustache,,,NPC MALE Hooligan Jacket 02,NPC MALE Hooligans Pants 03,,NPC Male Hooligans Shoes 02,NPC Belt,,,500,1100,400,10000,3000,6000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,,HitEffect1,,,,,,,
Max The Wacko,Big_LowDamage,,Unarmored,,,,TRUE,,Hooligans,1,30,,,,,Basic .32 Pistol,,Tank,,,Male_Hair_2,Skin1,Male_Face1,Burt_Mustache,,,,NPC MALE Hooligans Pants 01,,NPC Male Hooligans Shoes 02,NPC Belt,,,500,1100,400,10000,3000,6000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,,HitEffect1,,,,,,,
Mental Mike,Big_LowDamage,,Unarmored,,,,TRUE,,Hooligans,1,30,,,,,Basic .32 Pistol,,Rogue,,,Male_Hair_3,Skin1,Male_Face1,Burt_Mustache,,,,NPC MALE Hooligans Pants 02,,NPC Male Hooligans Shoes 02,NPC Belt,,,500,1100,400,10000,3000,6000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,,HitEffect1,,,,,,,
Mick Yard,Small_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,,,Tank,,,Male_Hair_5,Skin1,Male_Face1,Fancy_Mustache,,,NPC Harbor Worker Blue Jacket,NPC MALE Docker Worker Pants 02,,NPC Male Mad Dogs Shoes 01,,,,500,1100,400,10000,3000,6000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Customs Officer,Small_LowDamage,,Unarmored,,,,TRUE,,Labycore,1,30,,,,,,,Rogue,,,Male_Hair_7,Skin1,Male_Face1,,,NPC Aviators,High-Power Suit Jacket,NPC GENERIC Black Pants,,Everyday Black Shoes,,,,375,750,4000,10000,3000,6000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,,HitEffect1,,,,,,,
Wally Foston,Big_LowDamage,,Unarmored,,,,,,Resistance,1,30,,,,,,,Tank,,,Male_Hair_3,Skin5,Male_Face3,Fancy_Mustache,,,NPC Harbor Worker Blue Jacket,NPC MALE Docker Worker Pants 02,,NPC Male Mad Dogs Shoes 01,,,,500,1100,400,10000,3000,6000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Zoe,Medium_LowDamage_Escort,,Unarmored,,,,,,Valkyries,1,30,,,,,,,RogueFemale,,,Female_Hair_4,female_skin3,Female_Face1,,,,NPC FEMALE Valkyeries Jacket 01,NPC FEMALE Valkyries Pants 01,,NPC Female Valkyries Shoes 01,,,,500,1100,400,10000,3000,6000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Eastern Queen,Small_LowDamage,,Unarmored,,,,TRUE,,Eastern Queens,1,30,,,,,Good Revolver,,RogueFemale,,,Female_Hair_3,female_skin1,Female_Face2,,,,NPC FEMALE Eastern Queen Shirt 01,NPC FEMALE Eastern Queen Pants,,NPC Female Eastern Queens Shoes 01,NPC Belt,,,500,1500,4000,10000,6000,6000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Eastern Queen Heavy,Big_HighDamage,,Unarmored,,,,TRUE,,Eastern Queens,1,30,,,,,Basic Minigun,,ChubbyFemale,,,Female_Hair_5_blonde,female_skin1,Female_Face1,,,,NPC FEMALE Eastern Queen Shirt 01,NPC FEMALE Eastern Queen Pants,,NPC Female Eastern Queens Shoes 01,,,,500,1100,4000,10000,4000,8000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,110,HitEffect1,,,,,,,
The Queen,Big_HighDamage,,Unarmored,,,,TRUE,,Eastern Queens,1,30,Wushu Hit,,,,,,RogueFemale,,,Female_Hair_8_blonde,female_skin2,Female_Face2,,,,Healing Scrubs of Epic,NPC FEMALE Eastern Queen Pants 02,,NPC Female Eastern Queens Shoes 02,,,,500,750,4000,10000,3000,6000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
,,,,,,,,,,,,Stun Grenade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mad Dog Repair Man,Medium_LowDamage,,Unarmored,,,,TRUE,,Mad Dogs,1,30,Slammer,,,,Singular Iron Pipe,,Rogue,,,Male_Hair_7,Skin3,Male_Face3,,Basic Fedora Hat,,,Special Black Trousers,NPC Yellow Working Gloves,Acute Black Boots,NPC Belt,,,900,1500,4000,10000,6000,6000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Mal Voorhis,Big_HighDamage,,Unarmored,,,,,,Resistance,1,30,,,,,Great Bat,,Fatman,,,Male_Hair_4,Skin2,Male_Face3,,,,,NPC MALE Docker Worker Pants 02,,NPC Male Mad Dogs Shoes 01,,,,900,1500,4000,10000,6000,6000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Saffron,Medium_HighDamage_Escort,,Unarmored,,,,,,Valkyries,1,30,,,,,Broken Sword,,RogueFemale,,,Female_Hair_6,female_skin2,Female_Face3,,,,NPC FEMALE Valkyeries Jacket 01,NPC FEMALE Valkyries Pants 02,,NPC Female Valkyries Shoes 02,,,,900,1100,,10000,3000,6000,1000,2000,50,80,DeathEffect1,,ExploMan,TRUE,95,HitEffect1,,,,,,,
Adelle,Small_HighDamage,,Unarmored,,,,,,Resistance,1,30,,,,,Broken Sword,,RogueFemale,,,Female_Hair_2,female_skin3,Female_Face1,,,NPC Aviators,Dawnbreak T-Shirt,Dawnbreak Jeans,NPC Normal Gloves,NPC Female Valkyries Shoes 01,,First-Class Scarf,,500,1100,3000,10000,3000,6000,1000,2000,50,80,DeathEffect1,,ExploMan,TRUE,100,HitEffect1,,,,,,,
Hired Guns Grenadier,Medium_LowDamage,,Unarmored,,,,TRUE,,Hired Guns,1,30,Grenade,,,,SWAT Shotgun HO-30,,Tank,,,,Skin3,Male_Face1,Fancy_Mustache,,,NPC MALE Hired Guns Jacket 02,NPC MALE Hired Guns Pants 02,,NPC Male Hired Guns Shoes 01,,,,,,,2000,3000,6000,1000,2000,50,75,DeathEffect1,,ExploMan,TRUE,105,HitEffect1,,,,,,,
,,,,,,,,,,,,Stun Grenade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Molotov Cocktail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hired Guns Shooter,Medium_HighDamage,,Unarmored,,,,TRUE,,Hired Guns,1,30,Quick Shot,,,,Usual Assault Rifle,,Rogue,,,Male_Hair_5,Skin4,Male_Face2,,,NPC Aviators,NPC MALE Hired Guns Jacket 02,NPC MALE Hired Guns Pants 02,,NPC Male Hired Guns Shoes 02,NPC Belt,,,,,4000,10000,4000,8000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,,HitEffect1,,,,,,,
Hired Guns Rocketeer,Big_LowDamage,,Armored,,,,TRUE,,Hired Guns,1,30,Hired Guns Bazooka,,,,NPC_MeleeBazooka,,NPC_Bazuka,,,Male_Hair_5_black,Skin2,Male_Face3,Lemmy_Sideburners,,,NPC MALE Hired Guns Jacket 01,NPC MALE Hired Guns Pants 01,,NPC Male Hired Guns Shoes 02,,,,,,4000,10000,6000,6000,1000,2000,70,75,DeathEffect1,,ExploMan,TRUE,,HitEffect1,,,,,,,
