Tank
,Info
,,Die1,,,,,,20,,25,,,,,
,,Die2,,,,,,27,,28,,,,,
,,Die3,,,,,,18,,25,,,,,
,,Die4,,,,,,20,,21,,,,,
,,Die5,,,,,,11,,11,,,,,
,,GetUp,,,,,,19,,19,,,,,
,,Knockdoor,,,,,,,,110,,,,,
,,Run,,,,,,17,26,36,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,Idle,Knockdoor,,,,,,,,,,,,
,,Die,Die1,,,,,,,,,,,,
,,,Die2,,,,,,,,,,,,
,,,Die3,,,,,,,,,,,,
,,,Die4,,,,,,,,,,,,
,,,Die5,,,,,,,,,,,,
,,Stunned,Idle1,,,,,,,,,,,,
,,PushBack,Die5,,,,,,,,,,,,
,,AutoAttackUnarmed,Attack01,,,,,,,,,,,,
,,,Attack02,,,,,,,,,,,,
Zombiehalf
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,,,,
,,graphics/3d/character/npc_m_zombiehalf.SUP,graphics/shadow.swf,Shadow,-45,-90,90,115,,Male,20,,,,
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle,,,,,,,,180,,,,,
,,Attack01,,,,,1,20,,30,,,,,
,,Attack02,,,,,1,21,,30,,,,,
,,Die1,,,,,,12,,12,,,,,
,,Die2,,,,,,12,,12,,,,,
,,GetUp,,,,,,15,,15,,,,,
,,Walk,,,,,,12,28,32,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,Die,Die1,,,,,,,,,,,,
,,,Die2,,,,,,,,,,,,
,,Stunned,Idle,,,,,,,,,,,,
,,PushBack,Die2,,,,,,,,,,,,
,,AutoAttackUnarmed,Attack01,,,,,,,,,,,,
Zombieboss
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,,,,
,,graphics/3d/character/npc_m_zombieboss.SUP,graphics/shadow.swf,Shadow,-45,-90,90,115,,Male,20,,,,
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle,,,,,,,,170,,,,,
,,ZombieSlammer,,,,,3,26,,35,,,,,
,,ZombiePush,,,,,3,22,,35,,,,,
,,Zombie360,,,,,3,30,,50,,,,,
,,Attack01,,,,,15,20,,30,,,,,
,,Attack02,,,,,9,22,,30,,,,,
,,Walk,,,,,,11,25,60,,,,,
,,Die1,,,,,,20,,25,,,,,
,,Die2,,,,,,27,,28,,,,,
,,Die3,,,,,,18,,25,,,,,
,,Die4,,,,,,20,,21,,,,,
,,Die5,,,,,,11,,11,,,,,
,,GetUp,,,,,,19,,19,,,,,
,,Run,,,,,,17,26,36,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,Die,Die1,,,,,,,,,,,,
,,,Die2,,,,,,,,,,,,
,,,Die3,,,,,,,,,,,,
,,,Die4,,,,,,,,,,,,
,,,Die5,,,,,,,,,,,,
,,Stunned,Idle,,,,,,,,,,,,
,,PushBack,Die5,,,,,,,,,,,,
,,AutoAttackHits,Attack01,,,,,,,,,,,,
,,,Attack02,,,,,,,,,,,,
Zombie_On_Fire
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,,,,
,,graphics/3d/character/pc_m_rogue.SUP,graphics/shadow.swf,Shadow,-45,-90,90,115,,Male,20,,,,
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle,,,,,,,,59,,,,,
,,IdleLookaround,,,,,,,,80,,,,,
,,IdleSpearReady,,,,,,,,50,,,,,
,,IdlePistolReady,,,,,,,,68,,,,,
,,IdleRifleReady,,,,,,,,66,,,,,
,,IdleMinigunReady,,,,,,,,66,,,,,
,,Use,true,,true,12,,17,,20,,,,,
,,Stunned,,,,,,,,48,,,,,
,,Sleep,,,,,,,,53,,,,,
,,Yawn,true,,,,,,,73,,,,,
,,Cheer1,true,,,,,,,40,,,,,
,,Cheer2,true,,,,,,,60,,,,,
,,Rage,true,,,,,20,,40,,,,,
,,Walk,true,,,,,1,11,20,,,,,
,,Walk 1-handed weapon,,,,,,1,11,20,,,,,
,,WalkRifle,,,,,,1,11,20,,,,,
,,WalkMinigun,,,,,,1,11,20,,,,,
,,Run,,,,,,0,9,18,,,,,
,,Run 1-handed weapon,,,,,,0,9,18,,,,,
,,RunRifle,,,,,,0,9,18,,,,,
,,RunMinigun,,,,,,1,9,18,,,,,
,,Throw,true,,,9,,13,,24,SkillThrow,,,,
,,ThrowSide,true,,,8,,11,,19,SkillThrow,,,,
,,JawBlow,,,true,4,,6,,16,MeleeSharpSwing,,,,
,,FatalStraight,,,true,6,,9,,16,MeleeSharpSwing,,,,
,,Downgrader,,,true,5,,8,,17,MeleeSharpSwing,,,,
,,RightSwing,,,true,6,,8,,17,MeleeSharpSwing,,,,
,,Melee01,,true,true,11,,14,,25,MeleeSharpSwing,,,,
,,Melee02,,true,true,11,,14,,25,MeleeSharpSwing,,,,
,,Melee03,,true,true,10,,12,,25,MeleeSharpSwing,,,,
,,Melee04,,true,true,11,,14,,25,MeleeSharpSwing,,,,
,,Melee05,,true,true,10,,12,,25,MeleeSharpSwing,,,,
,,ChainSaw_AttackA,,true,true,0,12,13,,25,,,,,
,,ChainSaw_AttackB,,true,true,0,14,15,,25,,,,,
,,SpearA,,true,true,9,,13,,25,MeleeSharpSwing,,,,
,,SpearB,,true,true,3,,18,,25,MeleeSharpSwing,,,,
,,SpearC,,true,true,2,,12,,25,MeleeSharpSwing,,,,
,,ShootPistol1,,true,true,1,6,7,,20,,,,,
,,ShootPistol2,,true,true,2,6,8,,20,,,,,
,,ShootPistol3,,true,true,1,6,8,,20,,,,,
,,ShootPistol4,,true,true,3,7,8,,20,,,,,
,,HealingShot2,,true,true,1,6,28,,40,,,,,
,,PatchingUp,true,,,,,,,50,,,,,
,,ShootRifle1,,true,true,3,7,10,,21,,,,,
,,ShootRifle2,,true,true,5,10,13,,23,,,,,
,,ShootMinigun,,true,true,0,17,18,,30,,,,,
,,GetUp,,,,,,0,,19,,,,,
,,Die1,,,,,,11,,11,,,,,
,,Die2,,,,,,15,,17,,,,,
,,Die3,,,,,,19,,20,,,,,
,,Die4,,,,,,22,,24,,,,,
,,Die5,,,,,,21,,23,,,,,
,,LaunchRocket,,,,0,,19,,32,,,,,
,,FlameThrower,,,,0,,8,,60,,,,,
,,Shoot_SonicGun,,true,true,10,13,16,,30,,,,,
,,Die_RunBurning,,,,0,,8,17,54,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,IdleSelection,Die_RunBurning,,,,,,,,,,,,
,,AutoAttackUnarmed,JawBlow,,,,,,,,,,,,
,,,FatalStraight,,,,,,,,,,,,
,,,Downgrader,,,,,,,,,,,,
,,,RightSwing,,,,,,,,,,,,
,,AutoAttackHits,Melee01,,,,,,,,,,,,
,,,Melee02,,,,,,,,,,,,
,,,Melee03,,,,,,,,,,,,
,,,Melee04,,,,,,,,,,,,
,,,Melee05,,,,,,,,,,,,
,,AutoAttackPistol,ShootPistol1,,,,,,,,,,,,
,,,ShootPistol2,,,,,,,,,,,,
,,,ShootPistol3,,,,,,,,,,,,
,,,ShootPistol4,,,,,,,,,,,,
,,AutoAttackRifle,ShootRifle1,,,,,,,,,,,,
,,,ShootRifle2,,,,,,,,,,,,
,,AutoAttackHealingGun,ShootPistol3,,,,,,,,,,,,
,,,HealingShot2,,,,,,,,,,,,
,,AutoAttackMiniGun,ShootMinigun,,,,,,,,,,,,
,,PushBack,Die1,,,,,,,,,,,,
,,Die,Die1,,,,,,,,,,,,
,,,Die2,,,,,,,,,,,,
,,,Die3,,,,,,,,,,,,
,,,Die4,,,,,,,,,,,,
,,,Die5,,,,,,,,,,,,
,,Throw,Throw,,,,,,,,,,,,
,,,ThrowSide,,,,,,,,,,,,
,,AutoAttackChainSaw,ChainSaw_AttackA,,,,,,,,,,,,
,,,ChainSaw_AttackB,,,,,,,,,,,,
,,AutoAttackSpear,SpearA,,,,,,,,,,,,
,,,SpearB,,,,,,,,,,,,
,,,SpearC,,,,,,,,,,,,
,,WalkSpear,Walk 1-handed weapon,,,,,,,,,,,,
,,RunSpear,Run 1-handed weapon,,,,,,,,,,,,
,,Cheer,Cheer1,,,,,,,,,,,,
,,,Cheer2,,,,,,,,,,,,
